GREEN,RED,IR
1715551,1885867,1635193
1715379,1885838,1634662
1715196,1885567,1634640
1715119,1885800,1634149
1715098,1885606,1633264
1715098,1885879,1633982
1714917,1885750,1633706
1714976,1885796,1634502
1715132,1886052,1634016
1715080,1886414,1634372
1715180,1886319,1633929
1715133,1886813,1634266
1715044,1887359,1634399
1715007,1887934,1634528
1715284,1887974,1633908
1715335,1888601,1633310
1715426,1888611,1633658
1715261,1888991,1634141
1715364,1889259,1633344
1715625,1889327,1633500
1715643,1889053,1633808
1715696,1889071,1633363
1716074,1889206,1633341
1715864,1889641,1632446
1715896,1890144,1631813
1715689,1890618,1631501
1715732,1890249,1632375
1715732,1889856,1631810
1715610,1889535,1631656
1715852,1889133,1631751
1715871,1889175,1632389
1715774,1888516,1631092
1715827,1887922,1631814
1715637,1887136,1631455
1715603,1887184,1631912
1715592,1886535,1633174
1715503,1886018,1632875
1715396,1885860,1632471
1715222,1885502,1633134
1714846,1884919,1633332
1714954,1885015,1633429
1715178,1885150,1632604
1715211,1884676,1633007
1715234,1883757,1632599
1715064,1883054,1632963
1715139,1882807,1632420
1715227,1882652,1631573
1714937,1882877,1632967
1714837,1883079,1631632
1714837,1883347,1631745
1714344,1883399,1631294
1714344,1883001,1631269
1714758,1883058,1631235
1714633,1882906,1631093
1714829,1882024,1630797
1714841,1881755,1631776
1714843,1880718,1630835
1714752,1880705,1631338
1714804,1880510,1630515
1714714,1879829,1630456
1714715,1879590,1630479
1714380,1879268,1630960
1714620,1879381,1631039
1714523,1879086,1630717
1714991,1879241,1630402
1714841,1879175,1631286
1714769,1879255,1630714
1714598,1878947,1630633
1714765,1879327,1631756
1714449,1879337,1632070
1714502,1880141,1632922
1714146,1880775,1633227
1714146,1880964,1632665
1714286,1881370,1633111
1714161,1881803,1633041
1714392,1881472,1632994
1714095,1881199,1633536
1714268,1880156,1633198
1713914,1880193,1633152
1714296,1880517,1634130
1713998,1880501,1633856
1714123,1880242,1633595
1714155,1879445,1634059
1714117,1878900,1634096
1713986,1878593,1635255
1714160,1878277,1635289
1714269,1877955,1635623
1714435,1877611,1634647
1714440,1877639,1635419
1714618,1877327,1635914
1714390,1877241,1634368
1714606,1877302,1633031
1714273,1877287,1632908
1714221,1876956,1633318
1714221,1876483,1632620
1714063,1876513,1633290
1714352,1876681,1633499
1714364,1876944,1633002
1714368,1876786,1632524
1714291,1876385,1633263
1714222,1875878,1632617
1714293,1877000,1632845
1714503,1877650,1634016
1714422,1878356,1633899
1714183,1878846,1634428
1714367,1879070,1634989
1714558,1878696,1636073
1714350,1878844,1637163
1714587,1879038,1636659
1714892,1879091,1636470
1714926,1879401,1636848
1714819,1879609,1637407
1714992,1879775,1637970
1714920,1879570,1639646
1714974,1879051,1640606
1714611,1878847,1641909
1714289,1879011,1642019
1714289,1878739,1643164
1714342,1878641,1643269
1714197,1878258,1643385
1714055,1878050,1643904
1713987,1877827,1644015
1713809,1877074,1643200
1713587,1876671,1643427
