GREEN,RED,IR
1403139,1469636,1870671
1403232,1469883,1869006
1403331,1469425,1869145
1403232,1468772,1869267
1403274,1468126,1870535
1403193,1467431,1869356
1403255,1467137,1870394
1403199,1466275,1871380
1403295,1465953,1871597
1403002,1464970,1869531
1402626,1464073,1869330
1402564,1463511,1868936
1402497,1463286,1868651
1402340,1462722,1870136
1402356,1462578,1869398
1402133,1462455,1868397
1402040,1462125,1868491
1401767,1462003,1867220
1401426,1462540,1867892
1400768,1462672,1868029
1400397,1463112,1868953
1400397,1463031,1869920
1400684,1462863,1869991
1400214,1463587,1870637
1399855,1463670,1868437
1399817,1464072,1870348
1399830,1464145,1869706
1399747,1464771,1869331
1399790,1464959,1868872
1399723,1465071,1869003
1399466,1465116,1870364
1399697,1465368,1870272
1399608,1465658,1869756
1399671,1465830,1869568
1399671,1465751,1867959
1399594,1465920,1869677
1399384,1466072,1870815
1399250,1466295,1870721
1399449,1466453,1870741
1399258,1466988,1869823
1398833,1466946,1870076
1398833,1466822,1869927
1398794,1467072,1870301
1398793,1467115,1869723
1398898,1467148,1870983
1398828,1467093,1867593
1398646,1467087,1866997
1398818,1467602,1866896
1398580,1468058,1867255
1398624,1468025,1864960
1398674,1468182,1864820
1398636,1468026,1867544
1398619,1467992,1866595
1398639,1468008,1867378
1398512,1468353,1869173
1399004,1468820,1868595
1399181,1468906,1869950
1399127,1469261,1869131
1399226,1469123,1869618
1399269,1469208,1870299
1399333,1469574,1868968
1399405,1469824,1869214
1399010,1469826,1870140
1399010,1469655,1870669
1399092,1469542,1868863
1399069,1469439,1869446
1399198,1469340,1869173
1399304,1469234,1869888
1399332,1468899,1868144
1399332,1468715,1868980
1399434,1469091,1868456
1399378,1468742,1867941
1399354,1468615,1866861
1399351,1468434,1867285
1399462,1468161,1866604
1399303,1467724,1867433
1399284,1467513,1866732
1399399,1467393,1865990
1399669,1467191,1864860
1399623,1466988,1866132
1399650,1466484,1865199
1399414,1466048,1865042
1399485,1466211,1864391
1399416,1466029,1864929
1399465,1466417,1864772
1399140,1466348,1863362
1399140,1466378,1863745
1399412,1466409,1863588
1399382,1466582,1865443
1399422,1466395,1864817
1399409,1465914,1864569
1399596,1465759,1865174
1399677,1465813,1865667
1399723,1465803,1865650
1399700,1465785,1865699
1399726,1465899,1865301
1399764,1465907,1864254
1399637,1465540,1864858
1399578,1465578,1866395
1399530,1465084,1868413
1399648,1464929,1866921
1399783,1464599,1866573
1399632,1464532,1866509
1399705,1464001,1865333
1399357,1463753,1866342
1399286,1463668,1865060
1399261,1463837,1865705
1398950,1463718,1864825
1398733,1463546,1866171
1398733,1463245,1864859
1398722,1463045,1865850
1398635,1463383,1866547
1398717,1463360,1864517
1398432,1462910,1865418
1398207,1463065,1866082
1397924,1463356,1865067
1398058,1464101,1866321
1397895,1463781,1865975
1398044,1463849,1865831
1398562,1463749,1864856
1397961,1463776,1865165
1397994,1464096,1864406
1398055,1463810,1863971
1398269,1463941,1864632
1398514,1463128,1865291
1398438,1462497,1866068
1398217,1462102,1865046
1398082,1461681,1865205
1398435,1461144,1866709
1398246,1461118,1866720
1398093,1460913,1867573
1398093,1461023,1867627
1397866,1460802,1867685
1397979,1461033,1868365
1398052,1461128,1868989
1398086,1461022,1867919
1398137,1461421,1866882
1397773,1461474,1868053
1397724,1461230,1868323
1398310,1461365,1867288
1398031,1461672,1867067
1397731,1462524,1867883
1397921,1462766,1867658
1397853,1462834,1867145
1398120,1463595,1868989
1398033,1463959,1867775
1398254,1464596,1869969
1398545,1464523,1868816
1398593,1464550,1869732
1398888,1464820,1868910
1398562,1465095,1872225
1398793,1465376,1868896
1399014,1465521,1869308
1398707,1465781,1868691
1398707,1465646,1868719
1398686,1465412,1869924
1398724,1465349,1869206
1399075,1465475,1868821
1399031,1465164,1869359
1399003,1465109,1869397
1399094,1464819,1870294
1398991,1465335,1869385
1399133,1465176,1868253
1399207,1464989,1868345
1399431,1465069,1868561
1399457,1464928,1868580
1399605,1464715,1868774
1399690,1465288,1867590
1400033,1465973,1867312
1400164,1466820,1866990
1399998,1466891,1867264
1400172,1467574,1867160
1400502,1467717,1866317
1400542,1468105,1865631
1400714,1468556,1865973
1400433,1468900,1867200
1400638,1468923,1866803
1400744,1469339,1867843
1400849,1469889,1867473
1400850,1469807,1867812
1400832,1469755,1867266
1400914,1470014,1868277
1401025,1470464,1868263
1401226,1470596,1869808
1401628,1470906,1867147
1401604,1471115,1868535
1401391,1470844,1866501
1401455,1470895,1866012
1401652,1470593,1866833
1401702,1470269,1865539
1401378,1470181,1863591
1401185,1468896,1863894
1401185,1468110,1863176
1400958,1466985,1863358
1400954,1466445,1861794
1400872,1465630,1861363
1400796,1464898,1863085
1400625,1464519,1863803
1400238,1464359,1863807
1399974,1464570,1863721
1399650,1465045,1863620
1399917,1465254,1863909
1399884,1465041,1865191
1399555,1464832,1865634
1399482,1465256,1865426
1399453,1465959,1864408
1399395,1466841,1864564
1399651,1469251,1863724
1399151,1471444,1863266
1399139,1473252,1864186
1398995,1473888,1863665
1399126,1474053,1863451
1399116,1474671,1863730
1399051,1474993,1864562
1398893,1475758,1864491
1398674,1476106,1865899
1398741,1476710,1864003
1398858,1477172,1864382
1398765,1478056,1864036
1398855,1478813,1865375
1398917,1479536,1864576
1399266,1480422,1864650
1399131,1480823,1863710
1399234,1481926,1864490
1399230,1482340,1863896
1399445,1482281,1864821
