GREEN,RED,IR
1670155,1484961,1537595
1670084,1485023,1536693
1670347,1485232,1537851
1669978,1485269,1537969
1669978,1485496,1537544
1670294,1485430,1537932
1670302,1485595,1539932
1670599,1485590,1539624
1670640,1485411,1539444
1670624,1485484,1539248
1670574,1485825,1540479
1670926,1486029,1540973
1671063,1486009,1541126
1671500,1486473,1540325
1671576,1486592,1541586
1671364,1486475,1542447
1671458,1486480,1542120
1671581,1486607,1541656
1672106,1486912,1542655
1672381,1487026,1541886
1672124,1487335,1542231
1672502,1487146,1541769
1672457,1487417,1541943
1672392,1487628,1542844
1672556,1487397,1542202
1672614,1488058,1541286
1672614,1488237,1539566
1672723,1488288,1537761
1672868,1488255,1535823
1672844,1488281,1533827
1673026,1488744,1531404
1673146,1488430,1529657
1673660,1488677,1527305
1673600,1489313,1526002
1673765,1489342,1523268
1674016,1489683,1521569
1674216,1489535,1520436
1674478,1489448,1518563
1674260,1489341,1517685
1674556,1489621,1515306
1674620,1489198,1514846
1674747,1489242,1515679
1674723,1488237,1515371
1674596,1487974,1516214
1674418,1487134,1516299
1673650,1486334,1517225
1673049,1485487,1516694
1672219,1485231,1517135
1671379,1484216,1517644
1671379,1483738,1518447
1671152,1482871,1519285
1670555,1482449,1520889
1670041,1482069,1520777
1669491,1481713,1520703
1668986,1481050,1521624
1668180,1481000,1522422
1667936,1481387,1523324
1667798,1481251,1522950
1667742,1481812,1523007
1667414,1481383,1522858
1667136,1481681,1522887
1667011,1481602,1522124
1666960,1481879,1521990
1667143,1482154,1522432
1667538,1482369,1521776
1667537,1482449,1522118
1667531,1482432,1521968
1667423,1482442,1521880
1667873,1482881,1521925
1667540,1483167,1522533
1667553,1483260,1522811
1667553,1483036,1523034
1667547,1483254,1523934
1667573,1482701,1523167
1667371,1482936,1524051
1667852,1482693,1524121
1667825,1482160,1524384
1667669,1482039,1524637
1667251,1482124,1525227
1667218,1482058,1525834
1667104,1481883,1526080
1666969,1481963,1526332
1666948,1481744,1527244
1666863,1481867,1527964
1667110,1481830,1528504
1667187,1481993,1528144
1667481,1482212,1529117
1667577,1482330,1528757
1667707,1482070,1529375
1667697,1482285,1529145
1667727,1482461,1528965
1667788,1482874,1529375
1667679,1483007,1529646
1667634,1483424,1529653
1667634,1483470,1529475
1667738,1483329,1530108
1667848,1483763,1530319
1667996,1483464,1530670
1668333,1484194,1530886
1668335,1483742,1531369
1668848,1483688,1533596
1669081,1484023,1533817
1669124,1484217,1535083
1669160,1484203,1537002
1669311,1484592,1537858
1669567,1484127,1537986
1669929,1484416,1539062
1670169,1484712,1539139
1670457,1484700,1539544
1670532,1484657,1539293
1670498,1484814,1540573
1670458,1484672,1540779
1670662,1485122,1541233
1670911,1485234,1541153
1670891,1485707,1542187
1670695,1485707,1542265
1670695,1485844,1542301
1670867,1486200,1543727
1671097,1485993,1543690
1671279,1486167,1543994
1671446,1486248,1544221
1671427,1486173,1544549
1671320,1486707,1545206
1672032,1486822,1545351
1672231,1486879,1544999
1672419,1487067,1545138
1672350,1486969,1545616
1672557,1486316,1546440
1671988,1485610,1547229
1671703,1485130,1547293
1671929,1484659,1547593
1671533,1483733,1547827
1670730,1482983,1548256
1670102,1481746,1548682
1669292,1480828,1548836
1668568,1480340,1548921
1667758,1480297,1548577
1667006,1479852,1549019
1667006,1479477,1548670
1666178,1479104,1548904
1665646,1479117,1546682
1665376,1478853,1544801
1665283,1478697,1543819
1664767,1478443,1540934
1663915,1478640,1539563
1663722,1479118,1539947
1663989,1478817,1536450
1663935,1479521,1534266
1663985,1479430,1532045
1663905,1479558,1531020
1663728,1479423,1528447
1663924,1479964,1527463
1663772,1480184,1530611
1664332,1479702,1527769
1664589,1480117,1528051
1664630,1480367,1528191
1664637,1480377,1530068
1664671,1480461,1529287
1664859,1480582,1529343
1664697,1480920,1527935
1664268,1480901,1528981
1664268,1480735,1528331
1664189,1480769,1529092
1664239,1480684,1528973
1664158,1480463,1529523
1664087,1480321,1530327
1663762,1480260,1530850
1663719,1480416,1531498
1663668,1480856,1531287
1663627,1480740,1530696
1663686,1481027,1530699
1663679,1481319,1530628
1663699,1481206,1530210
1663820,1481356,1530265
1663945,1481471,1530273
1664139,1481773,1530138
1664651,1482100,1529616
1664485,1482236,1529410
1664574,1482348,1529431
1664588,1482558,1530245
1664941,1482895,1529011
1665193,1483032,1529974
1664956,1483588,1529782
1664990,1483359,1530740
1664990,1483817,1531462
1665010,1483940,1531818
1665232,1484289,1532258
1665441,1484346,1533505
1665489,1484422,1533839
1665515,1484508,1534592
1666013,1484960,1534063
1666093,1485446,1534596
1666209,1485390,1533746
1666439,1485597,1534751
1666761,1485761,1535257
1666663,1485790,1535413
1666642,1485615,1535359
1666836,1486034,1536017
1667329,1486039,1535607
1667805,1486370,1535471
1667695,1486571,1536111
1667962,1486743,1535633
