GREEN,RED,IR
1271338,1890602,1963212
1271279,1889797,1963007
1270968,1889701,1963515
1270949,1891061,1963194
1270729,1892603,1964002
1270703,1892884,1964290
1270760,1893103,1964095
1270834,1893224,1964201
1270845,1892989,1964296
1270761,1893330,1964949
1270925,1893472,1964219
1271359,1893086,1965224
1271497,1892455,1965142
1271746,1892506,1967238
1271891,1892658,1965569
1272114,1893146,1964911
1272485,1893383,1963381
1272685,1894306,1963236
1273000,1895005,1962251
1273000,1895938,1960959
1273152,1897064,1958723
1273352,1898335,1957431
1273540,1898842,1954835
1273973,1899611,1953191
1274149,1899829,1952011
1275124,1900537,1953218
1275377,1901287,1951251
1275619,1901625,1952399
1276104,1901911,1951787
1276110,1902499,1951773
1276290,1902339,1950932
1276539,1902557,1951503
1277230,1903301,1952610
1277414,1904128,1952818
1277949,1904118,1953507
1277958,1903856,1954578
1278221,1903071,1955813
1278509,1902842,1954448
1278615,1902925,1954802
1277690,1902904,1956684
1278221,1902960,1956196
1277502,1902755,1956365
1276832,1901804,1956688
1276832,1900101,1957071
1276130,1897833,1956921
1275087,1895750,1956067
1273676,1893069,1956698
1272304,1890941,1956968
1268723,1888306,1958798
1268083,1887122,1958070
1266724,1885190,1956972
1266735,1883977,1956072
1266224,1882244,1956848
1265922,1880750,1955593
1265633,1880146,1955796
1265308,1879685,1956363
1265394,1879345,1957151
1265458,1879048,1955679
1265605,1878506,1955282
1265588,1877358,1955657
1265438,1877134,1957911
1265537,1877099,1956993
1266874,1877160,1957034
1265765,1877901,1958963
1265643,1878538,1958661
1265643,1878628,1959497
1265894,1878758,1958461
1266017,1879164,1959440
1266074,1878928,1959958
1266117,1878543,1960040
1266225,1878576,1959394
1266098,1879571,1960831
1266001,1879903,1960390
1266102,1880254,1960881
1265754,1880480,1961670
1265581,1880053,1963607
1265341,1880302,1963486
1265192,1881261,1963439
1265148,1882410,1964209
1265390,1883735,1963714
1265382,1884633,1965245
1265462,1885463,1964749
1265664,1885546,1964790
1265617,1886102,1966185
1266052,1886328,1966183
1266043,1887237,1965509
1266000,1887522,1965848
1266000,1887283,1967723
1266480,1888364,1967037
1266582,1889560,1967297
1266609,1890869,1968093
1267123,1891005,1969367
1267431,1890453,1968703
1267584,1890785,1968665
1268542,1891703,1968097
1268825,1892229,1967823
1268889,1892498,1967600
1269007,1892559,1967484
1269381,1892540,1965265
1269371,1892795,1964047
1269853,1893443,1962695
1270200,1893678,1960109
1270669,1893829,1960247
1271144,1894016,1958157
1271052,1894264,1956738
1271379,1895360,1956432
1271806,1895759,1955809
1272071,1895865,1955209
1272266,1896482,1956909
1272266,1897063,1956215
1272351,1897752,1956699
1272413,1898299,1955537
1272952,1899748,1957343
1273193,1901430,1957900
1273604,1901793,1958201
1273943,1902470,1959124
1274156,1903927,1958280
1273967,1903556,1959158
1273397,1902391,1958781
1272612,1900738,1960344
1271529,1898920,1960188
1270405,1897310,1961233
1269322,1896469,1962645
1268572,1895690,1962466
1267917,1895829,1962931
1267459,1896177,1962826
1266843,1896721,1961982
1266546,1896952,1964105
1266316,1897484,1963375
1266292,1898331,1962750
1266071,1899200,1962652
1265934,1900032,1962075
1265934,1899801,1962299
1265761,1899798,1963590
1266075,1900171,1963433
1266157,1899943,1963155
1266082,1899258,1964557
1266347,1898768,1964571
1265508,1899390,1963459
1265830,1900787,1963903
1265831,1902144,1963761
1266166,1903506,1964617
1266469,1904626,1964170
1266514,1905031,1965162
1266556,1906133,1966387
1266996,1906772,1966354
1267158,1907244,1965926
1267156,1907647,1968010
1267554,1906747,1966683
1267281,1907878,1967318
1267099,1908018,1967105
1267102,1908206,1965271
1267119,1908432,1967414
1266826,1908733,1968234
1266826,1908827,1969119
1266810,1908906,1968784
1267000,1909447,1968848
1267029,1909873,1968152
1267067,1909932,1968361
1267180,1909558,1969245
1267363,1909696,1970026
1268061,1910615,1968178
1268151,1911368,1968923
1268290,1912845,1969029
1268358,1913481,1969330
1268891,1914101,1969715
1268953,1914537,1969749
1269242,1915022,1972467
1269740,1914970,1970927
1270255,1915270,1971865
1270334,1915403,1972055
1270612,1915356,1972059
1270833,1915649,1973734
1271105,1916397,1972773
1271574,1917288,1973344
1271669,1918026,1973663
1271669,1918261,1973129
1271669,1919087,1971936
1272193,1919285,1972944
1272287,1919846,1971005
1272727,1920750,1971019
1272924,1921207,1967548
1273274,1921801,1966580
1274141,1922467,1965465
1274561,1923379,1963543
1274878,1923764,1963043
1274970,1924202,1962668
1275158,1924574,1962263
1275389,1925269,1962434
1275680,1926681,1962382
1275830,1927857,1962342
1276497,1928953,1962897
1276774,1930005,1963641
1276898,1930831,1962952
1277468,1930969,1964009
1277679,1931413,1964010
1277947,1931520,1964056
1277947,1931573,1964377
1277748,1931410,1965408
1277748,1930367,1967048
1277453,1929554,1972375
1277008,1927762,1968177
