GREEN,RED,IR
1595510,1033152,1171774
1595184,1032963,1172785
1595248,1032726,1172549
1594994,1032812,1170977
1595126,1032852,1170079
1595024,1032862,1169242
1595131,1032878,1169466
1595214,1032708,1169663
1594925,1032464,1170565
1594789,1032268,1170784
1595039,1032021,1171194
1595234,1031891,1170177
1595297,1031926,1169683
1595104,1032098,1168956
1595283,1032117,1168634
1595325,1032707,1168937
1595185,1032946,1169372
1595011,1033194,1169757
1594973,1033465,1171197
1594973,1033487,1172538
1594861,1033494,1174168
1595115,1033644,1174373
1595163,1033661,1178613
1595143,1033632,1178589
1595035,1033663,1190048
1594913,1033943,1182103
1594950,1034014,1182241
1595012,1033946,1183002
1595220,1034202,1182013
1595205,1034312,1186368
1594872,1034162,1187108
1594937,1034426,1185153
1595144,1034625,1180746
1595518,1035096,1177122
1595406,1035473,1174305
1595489,1035881,1174029
1595523,1036150,1172360
1595632,1036720,1172511
1595595,1037081,1170929
1595671,1037540,1170849
1595387,1037729,1169978
1595636,1037767,1170636
1595636,1037869,1169185
1595570,1038190,1169676
1595880,1038326,1168039
1595631,1038469,1169556
1595834,1038671,1168847
1595534,1038958,1169545
1595609,1039359,1171278
1595875,1039587,1170811
1595836,1039937,1171865
1596019,1040124,1172327
1596010,1040033,1173617
1596008,1040053,1174094
1595879,1039999,1180556
1596018,1039961,1177511
1596187,1040236,1177148
1596395,1040507,1174986
1596526,1040774,1174678
1596596,1040920,1173751
1596199,1041173,1173500
1596369,1041211,1172554
1596349,1041363,1172973
1596418,1041519,1172127
1596418,1041366,1173806
1596216,1041525,1174087
1596425,1041307,1174426
1596198,1041045,1176571
1596247,1040633,1175045
1596356,1040192,1173205
1595628,1039396,1171205
1595400,1039021,1170825
1595326,1038666,1170057
1595370,1038631,1170540
1595240,1038451,1170521
1595094,1038417,1171137
1595122,1038515,1171536
1595230,1038497,1172450
1595263,1038529,1172461
1595343,1038025,1173115
1595272,1037545,1173139
1595285,1036476,1173360
1595245,1035651,1172711
1595377,1035100,1172133
1595381,1034535,1170201
1595142,1034111,1169746
1595142,1033837,1167799
1595056,1033549,1167437
1595102,1033262,1166269
1595190,1033382,1166060
1595192,1033240,1166128
1595345,1032767,1167138
1594960,1032410,1167761
1594814,1032028,1170610
1594934,1032013,1171725
1595020,1031726,1172445
1595228,1031940,1172986
1595004,1031974,1173225
1594968,1032105,1172147
1594579,1032363,1171153
1594734,1032568,1169750
1595009,1032676,1168830
1595325,1032914,1167914
1595281,1032957,1167587
1595054,1033163,1167975
1595088,1033651,1168459
1595606,1034252,1168734
1595381,1034964,1169093
1595027,1035845,1169260
1595027,1036239,1169551
1595026,1036758,1170509
1595002,1037073,1170046
1595269,1037593,1169457
1595272,1037829,1168760
1595423,1037878,1168093
1595207,1038073,1167195
1595472,1038160,1166452
1595368,1038101,1167155
1595465,1038005,1166426
1595528,1037826,1166401
1595423,1037601,1165936
1595362,1037858,1165839
1595536,1038034,1165928
1595709,1038190,1165759
1596174,1038466,1164886
1595721,1038821,1164210
1596025,1038858,1163744
1595647,1039240,1163548
1596000,1039595,1163603
1596201,1040010,1163881
1595814,1040232,1164196
1595814,1040358,1165238
1595932,1040392,1166287
1596089,1040912,1167612
1596120,1041244,1168771
1596223,1041245,1169553
1596360,1040921,1170731
1596036,1040382,1171430
1595883,1040167,1172198
1595729,1039458,1171740
1595566,1039372,1171272
1595332,1038760,1170818
1595068,1038222,1170584
1594882,1037992,1170945
1594786,1037797,1172179
1594962,1037550,1177215
1595194,1037692,1195347
1595025,1037673,1197081
1594707,1037890,1198775
1594891,1038205,1198819
1595096,1038894,1199828
1595067,1039587,1192990
1594901,1039897,1192990
1594901,1040256,1189716
1594888,1040425,1184811
1594953,1040829,1184857
1594899,1041080,1178000
1594931,1041319,1175531
1595005,1041430,1173405
1594753,1041811,1172095
1594871,1041719,1170155
1594831,1041675,1168935
1594971,1041702,1167154
1595028,1041541,1166210
1594758,1041412,1165101
1594656,1041508,1164812
1594534,1041589,1164679
1595155,1041724,1165308
1594694,1042211,1166153
1594899,1043559,1167714
1594856,1044391,1168901
1595134,1044498,1170548
1595508,1044869,1171788
1595104,1045176,1172905
1595088,1045027,1173132
1595020,1045063,1171425
1595088,1044868,1172444
1595329,1044619,1167921
1595504,1044449,1165553
1595330,1043905,1163694
1595393,1043699,1161833
1595382,1043474,1159841
1595647,1043265,1157432
1596032,1043852,1152747
1595978,1044383,1149148
1595921,1044519,1146375
1596179,1044439,1144690
1595958,1044055,1143796
1596235,1043715,1144417
1596239,1043666,1145300
1596155,1043804,1146987
1596040,1043725,1148020
1596124,1043419,1149472
1596246,1043001,1151092
1596193,1042909,1153207
1596042,1042636,1153521
1595829,1042253,1153785
1595495,1042222,1154026
1595728,1042239,1154422
1595651,1042219,1155570
1595818,1042423,1156214
1595542,1042521,1157305
1595369,1042450,1157868
1595105,1042467,1159114
1595339,1042823,1159967
1595250,1043330,1161446
1594973,1043593,1162559
1594973,1043750,1164208
1594852,1043934,1165300
1594801,1044339,1166899
1594851,1044467,1167848
1595178,1044451,1168486
1595290,1044240,1169567
1595044,1044412,1171074
1595022,1044690,1172980
1595193,1044737,1172049
1595024,1044913,1171864
1594984,1044812,1171668
1594764,1044820,1171225
1594880,1044879,1170823
1594988,1044988,1170694
1595051,1044920,1170434
1595426,1045261,1170301
1595214,1045153,1170636
1594889,1045073,1170818
1595071,1045158,1171261
1595052,1045172,1171683
1595240,1045409,1171495
1594864,1045563,1171863
1594864,1045566,1172362
1594829,1045706,1173164
1594796,1045743,1175722
1594913,1045919,1182837
1595168,1045756,1189510
1595032,1045846,1193937
1594865,1045550,1195343
1595065,1045728,1191932
1595178,1045717,1185610
1595243,1045843,1182097
1595144,1045927,1176310
1595476,1046172,1173251
1596139,1046948,1169398
1595740,1047355,1167297
1595859,1047464,1166952
1595963,1047829,1165132
1595980,1047606,1165184
1595808,1047603,1164974
1595689,1047887,1167567
1595358,1048003,1165978
1595518,1047699,1165534
1595634,1047831,1163991
1595803,1047643,1163113
1595616,1047505,1162442
1595407,1046883,1162634
1594956,1046361,1162714
1594713,1046105,1163599
1594829,1045750,1163825
1595066,1045573,1165986
1594787,1045234,1166746
1594559,1045041,1168066
1594512,1045134,1169055
1594551,1045148,1170625
1594785,1045519,1171708
1594343,1045893,1172406
1594009,1045984,1175676
1594009,1045851,1174062
1594063,1045916,1174433
1594213,1045934,1172264
1593833,1045972,1172542
1594146,1045748,1170891
1594246,1045728,1170974
1594503,1045909,1169015
1594337,1046099,1169153
1594233,1045889,1167905
1594174,1046001,1169233
1594146,1046399,1168735
1594179,1046324,1169290
1594059,1046472,1168942
1593993,1046423,1170124
1594059,1046389,1170767
1594501,1046211,1171880
1594120,1046504,1171845
1594037,1046280,1178114
1594138,1046012,1173929
1594431,1046149,1179320
1594293,1046489,1178701
1594329,1046496,1185195
1594309,1046609,1192596
1594170,1046786,1185633
1594269,1046961,1190421
1594524,1047137,1186413
1594639,1047379,1193208
1594663,1047655,1195092
1594300,1048036,1197554
1594433,1048373,1195879
1594733,1048697,1197818
1594568,1049135,1195269
1594521,1049747,1187637
1594521,1050049,1178895
1594571,1050369,1174646
1594686,1050242,1172662
1594798,1050747,1172605
1594891,1050653,1172058
1594847,1050548,1172759
1594645,1050589,1171651
1594710,1050067,1172716
1594382,1049880,1172040
1594310,1049238,1172510
1594159,1048701,1171662
1594006,1048057,1170809
1593682,1047484,1171499
1593219,1047323,1172389
1593470,1046918,1181049
1593880,1047310,1187427
1593652,1047402,1194922
1593509,1047468,1195823
1593369,1047494,1194121
1593612,1047615,1191854
1593482,1047776,1191290
1593349,1047988,1191058
1593041,1048183,1189063
1593041,1047865,1188307
1593106,1047873,1186036
1593052,1047936,1185197
1593358,1048237,1185875
1593099,1048096,1186124
1593084,1047971,1186094
1593218,1048383,1186172
1593262,1048807,1188408
1593301,1048994,1190525
1593236,1049023,1192584
1593150,1048894,1191482
1593183,1048658,1191548
1592792,1048659,1190828
1593117,1048640,1191002
1593140,1048500,1191442
1593471,1048415,1192247
1593124,1048297,1193777
1593011,1048108,1194756
1592895,1048164,1195747
1593111,1048343,1195834
1592985,1048823,1196049
1592943,1049169,1195696
1593178,1049733,1194606
1593292,1050007,1193582
