GREEN,RED,IR
1742398,1449983,1638580
1742318,1449978,1639186
1742536,1450142,1638633
1742643,1450409,1638617
1742805,1450418,1638418
1742838,1450326,1638600
1742751,1450356,1638567
1742894,1450631,1639076
1742737,1450666,1639071
1742518,1450807,1639237
1742518,1450732,1638452
1742552,1450999,1639355
1742448,1450659,1638219
1742530,1451044,1638402
1742611,1450863,1638744
1742474,1450378,1638347
1742456,1450307,1639380
1742694,1449849,1639010
1742335,1449817,1639083
1742356,1449836,1639235
1742444,1449874,1639941
1742530,1449415,1638699
1742269,1448824,1638691
1742392,1448920,1639401
1742255,1448811,1638969
1742467,1448821,1640019
1742787,1448821,1640155
1742666,1448773,1638726
1742352,1448669,1639241
1742469,1449037,1639293
1742362,1448833,1639357
1742415,1449264,1638873
1742111,1449474,1639886
1742111,1449343,1639990
1742024,1449531,1640346
1742035,1449830,1640749
1742106,1449911,1639805
1741943,1449737,1640823
1742075,1449511,1639945
1741834,1449617,1640300
1742053,1449800,1639546
1741872,1449829,1639570
1741953,1450141,1638896
1741672,1449967,1639332
1741731,1449589,1638413
1741686,1449479,1638001
1741803,1449642,1638042
1741957,1449647,1638205
1742302,1449891,1637659
1742161,1449949,1637836
1742118,1449575,1637085
1741746,1449766,1637499
1742016,1450025,1638198
1741856,1450229,1637645
1741609,1450342,1636620
1741609,1450415,1636789
1741481,1450879,1636174
1741851,1450474,1636549
1741756,1450332,1637421
1741919,1450301,1636544
1741931,1450360,1637003
1741588,1450620,1637501
1741345,1450825,1637797
1741197,1450798,1637484
1741369,1450848,1636637
1741359,1450870,1637100
1741455,1451116,1636890
1741434,1450779,1636734
1741173,1450730,1637288
1741337,1450982,1637488
1741297,1450977,1637545
1741585,1451191,1637218
1741711,1451224,1637332
1741664,1451322,1637049
1741945,1451153,1637337
1741698,1451395,1637775
1742000,1451334,1637531
1741533,1451661,1636713
1741370,1451704,1636494
1741370,1451694,1637025
1741269,1451682,1636622
1741431,1451862,1636792
1741268,1451656,1636868
1741256,1451489,1637004
1741331,1451008,1636998
1741339,1450744,1637307
1741328,1450884,1637160
1741206,1450425,1637262
1741114,1450210,1637369
1741236,1449513,1637118
1740658,1449440,1636153
1740906,1449721,1637092
1740535,1449933,1637679
1740163,1449537,1636920
1740513,1449920,1637975
1740744,1449951,1637303
1740643,1449873,1636957
1740412,1449956,1636801
1740131,1449986,1637347
1740165,1450164,1636525
1740045,1449948,1636435
1740234,1449891,1635672
1739990,1449546,1636567
1740007,1449145,1636553
1739589,1449044,1636340
1739848,1449180,1635924
1739898,1449289,1635822
1740213,1449298,1636040
1740199,1449187,1635848
1740162,1449227,1635687
1739969,1449349,1636267
1739980,1449391,1635204
1740220,1449504,1634087
1739859,1449857,1633360
1739481,1449937,1632907
1739481,1449966,1633311
1739399,1449859,1632993
1739530,1449829,1632014
1739531,1450141,1632119
1739578,1449745,1632188
1739579,1449657,1632232
1739562,1450078,1632046
1739630,1450330,1631882
1739475,1450392,1632056
1739485,1450812,1632018
1739556,1450787,1632247
1739413,1450524,1634223
1739329,1450690,1634643
1739315,1450694,1634874
1739434,1450746,1635338
1739723,1450876,1634917
1739771,1451064,1635571
1739738,1451089,1635468
1739543,1451300,1635175
1739750,1451405,1634706
1739418,1451513,1634858
1739023,1451906,1634738
1739023,1452176,1634547
1738872,1452225,1636273
1739033,1452374,1635584
1738968,1452328,1635106
1738964,1452317,1634286
1738650,1452035,1634647
1738713,1452268,1634642
1738616,1452602,1635248
1738698,1452467,1635015
1738777,1452704,1635104
1738712,1452267,1635443
1738439,1451738,1635852
1738426,1451562,1635327
1738550,1451229,1635767
1738569,1450837,1636108
1738732,1450729,1635568
1738445,1450426,1636945
1738343,1450329,1636487
1738693,1450150,1636334
1738619,1450249,1636308
1738281,1450330,1636674
1737954,1450421,1636504
1737581,1450254,1636664
1737581,1450363,1636827
1737390,1450241,1636899
1737486,1450472,1637488
1737503,1450295,1637689
1737386,1450052,1637041
1737306,1449801,1639408
1737160,1450062,1638778
1737326,1450390,1637097
1737180,1450484,1636996
1737096,1450416,1637833
1737076,1450230,1636799
1736957,1450122,1637200
1736643,1450357,1636909
1736749,1450149,1637143
1737330,1450200,1637152
1736963,1450206,1636867
1737265,1450082,1637253
1736908,1449951,1636575
1737005,1450179,1636785
1736746,1450065,1635693
1736872,1449994,1634878
1736561,1450441,1634712
1736561,1450102,1635029
1736507,1450509,1635029
1736324,1450400,1635498
1736329,1450680,1633677
1736570,1453444,1633997
1736219,1450858,1632133
1736193,1450188,1633432
1736121,1450170,1632325
1736040,1450279,1632280
1736310,1450450,1631704
1735754,1450232,1633578
1735781,1450491,1632160
1735624,1450344,1632395
1735761,1450419,1631988
1735872,1450478,1631891
1736394,1450444,1631653
1736154,1450219,1631807
1736009,1450381,1632390
1736057,1450056,1632092
1736012,1450361,1632227
1736258,1450418,1632849
1735907,1450726,1632244
1735399,1450726,1632593
1735399,1450617,1632626
1735487,1450621,1633437
1735647,1450522,1633498
1735688,1450653,1632632
1735652,1450238,1634050
1735590,1450142,1632868
1735451,1450222,1633359
1735506,1450433,1632906
1735493,1450656,1632864
1735605,1450919,1633134
1735386,1450419,1633155
1735502,1450264,1632569
1735352,1450207,1632825
1735388,1450365,1632964
1735523,1450434,1632671
1735958,1450716,1633498
1735727,1450712,1632804
1735682,1450269,1633939
1735743,1450235,1633576
1735784,1450060,1633916
1735896,1449825,1633140
1735210,1449784,1632945
1734899,1449415,1632819
1734899,1449127,1632668
1734845,1448847,1632879
1734860,1448875,1633018
1734772,1448377,1632430
1734709,1448043,1632898
1734428,1447934,1632759
1734070,1447992,1633954
1734195,1448312,1633321
1734010,1448494,1633771
1733819,1448506,1633525
1734248,1448442,1633319
1733823,1448130,1633096
1733729,1448467,1632557
1733677,1448337,1632971
1733723,1448416,1632798
1733828,1448471,1632678
1733947,1448566,1632409
1733980,1448283,1632175
1733633,1448354,1631244
1733557,1448387,1631200
1733953,1448624,1630451
1733303,1448688,1630438
1733303,1448745,1630238
1733203,1448823,1630137
1733073,1448540,1630698
1732950,1448421,1629954
1733147,1448251,1629234
1733099,1447941,1628114
1732785,1448094,1629277
1732534,1448176,1628965
1732515,1448182,1628376
1732443,1448429,1628519
1732434,1448487,1628429
1732239,1448134,1628640
1732159,1448245,1628815
1732132,1448158,1628010
1732251,1448250,1628415
1732670,1448351,1628405
1732293,1448745,1628691
1732252,1448652,1628306
1731989,1448709,1627780
1732148,1448714,1628199
1732380,1448646,1628272
1732192,1448513,1627418
1731747,1448791,1627885
1731458,1448876,1628059
1731608,1448841,1628481
1731673,1448939,1627951
1731744,1448859,1627385
1731796,1448651,1627291
1731594,1448469,1627233
1731410,1448293,1628166
1731533,1448672,1627577
1731732,1449176,1627870
1731508,1448732,1627669
1731236,1448759,1627639
1731458,1448345,1627578
1731365,1448489,1628150
1731208,1448654,1627780
1731151,1448234,1627510
1731006,1448192,1626603
1730910,1447716,1627299
1730595,1446814,1627840
1730231,1446680,1627816
1730402,1447043,1627822
1729855,1446627,1627335
1729681,1446714,1627537
1729642,1447028,1627947
1729415,1446758,1627759
1729550,1446761,1628453
1729617,1446787,1628548
1729406,1447149,1628658
1729148,1447006,1628433
1729262,1446638,1628253
1729132,1446538,1629229
1729149,1446843,1629391
1729043,1446669,1628328
1729060,1446280,1629183
1728848,1446271,1629765
1728815,1446398,1629380
1728791,1446298,1629300
1729116,1446524,1629117
1728889,1446329,1629123
1728842,1446249,1629070
1728751,1446192,1628679
1728578,1446368,1628634
1728640,1446538,1628480
1728521,1446869,1628764
1728521,1446650,1627397
1727914,1446710,1626750
1728092,1446709,1626097
1727962,1447438,1626303
1728232,1446738,1626525
1728042,1446441,1627303
1728029,1446601,1625941
1727573,1446416,1625752
1727824,1446374,1625500
1727819,1446753,1625199
1727915,1446890,1624689
1727891,1446638,1624294
1727918,1446500,1624199
1727655,1446684,1624132
1727842,1446681,1625076
1728077,1446820,1624460
1728039,1446714,1624920
1728013,1446639,1624175
1728200,1446470,1623604
1728005,1446782,1623337
1727920,1446681,1623096
1727662,1446868,1623198
1727530,1447131,1623092
1727530,1447236,1622378
1727444,1447122,1622281
1727699,1447116,1621766
1727895,1447143,1622971
1727608,1446801,1621955
1727576,1446674,1621452
1727466,1446767,1621861
1727453,1446962,1621878
1727560,1447048,1622436
1727216,1447133,1623113
1727267,1447100,1622374
1727162,1446897,1621945
1727198,1446901,1621783
1727697,1446787,1621604
1727424,1448817,1621212
1727451,1446987,1621353
1727463,1446140,1622179
1727443,1445622,1622039
1727054,1445284,1622256
1727136,1445198,1621714
1726785,1445239,1621805
1726481,1444959,1622277
1726481,1445004,1622397
1726435,1444933,1622300
1726237,1444908,1622402
1726329,1444943,1622497
1726304,1444574,1622491
1726342,1444405,1621752
1725881,1444478,1621732
1725938,1444752,1621216
1725917,1444827,1621583
1725780,1444985,1621210
1725830,1444996,1621212
1725704,1444670,1619833
1725329,1444480,1620520
1725644,1444748,1621133
1725709,1444702,1621518
1726027,1444727,1621406
1725826,1444583,1621014
1725940,1444507,1621498
1725521,1444549,1621544
1725826,1444573,1622337
1725491,1444534,1621982
1725523,1444504,1621315
1725523,1444386,1620696
1724988,1444590,1621592
1725139,1444206,1620511
1725063,1444282,1620903
1725154,1444090,1620530
1724846,1443753,1620717
1724775,1443749,1619535
1724771,1443575,1619370
1724387,1443483,1618268
1724852,1443498,1619266
1724827,1443897,1617905
1724669,1443413,1616622
1724686,1443265,1616093
1724802,1443524,1616560
1724696,1443423,1615465
1725004,1443433,1615492
1725105,1443470,1615436
1725113,1443488,1615694
1725001,1443501,1615750
1724593,1443754,1615173
1725033,1443655,1615651
1725022,1443985,1615838
1724365,1444397,1616089
1724365,1444460,1615645
1724551,1444308,1616157
1724611,1444556,1616180
1724827,1444661,1616827
1724656,1444347,1617249
1724494,1443980,1617254
1724613,1444231,1617559
1724560,1444481,1617704
1724516,1444500,1617721
1724424,1444926,1618708
1724519,1444765,1617432
1724230,1444756,1617679
1724356,1445031,1617939
1724318,1445265,1617935
1724679,1445657,1617985
1724709,1445674,1618177
1724788,1445770,1618339
1724754,1445502,1618092
1724593,1445614,1618400
1724529,1445684,1618671
1724332,1446111,1618949
1724150,1446145,1618405
1724047,1446260,1618576
1724047,1446172,1618238
1724371,1446161,1619451
1724381,1446197,1619405
1724320,1445570,1620230
1724515,1445069,1620326
1724178,1444893,1619836
1723902,1444869,1619526
1723839,1444529,1620532
1724014,1444487,1619317
1723452,1444244,1619881
1723531,1444044,1619026
1723204,1444102,1619474
1723456,1444171,1619573
1723351,1444187,1619343
1723575,1444184,1619694
1723807,1444357,1619130
1723716,1444126,1620270
1723569,1444259,1619659
1723218,1444208,1620804
1723432,1444522,1620075
1723014,1444608,1620778
1722815,1444429,1621062
1722815,1444568,1620842
1722789,1444546,1621500
1722830,1444623,1621271
1722883,1444523,1622213
1722571,1444181,1622488
1722701,1444106,1621497
1722677,1444337,1621464
1722707,1444296,1621248
1722462,1444587,1621807
1722547,1444302,1621941
1722632,1444135,1621787
1722494,1443875,1621504
1722541,1443967,1621239
1722361,1443906,1621136
1722981,1444051,1620557
1722886,1443991,1620347
1722716,1443877,1619919
1722842,1443757,1619718
1722826,1443912,1619879
1722695,1443849,1619841
1722226,1444365,1619253
1722233,1444489,1619737
1722233,1444503,1619611
1722225,1444343,1619613
1722345,1444185,1619461
1721994,1444119,1619606
1722247,1443942,1619524
1722240,1444084,1621068
1722218,1444077,1620109
1722434,1444337,1620600
1722219,1444420,1621016
1722328,1444383,1621419
1722203,1444470,1620641
1722337,1443978,1620964
1722166,1443860,1621058
1722211,1444147,1621315
1722365,1444359,1621570
1722629,1444329,1622433
1722623,1444784,1621952
1722873,1444427,1621583
1722589,1444308,1621530
1722953,1444774,1622654
1722666,1444623,1623423
1722981,1444528,1623328
1722440,1444861,1624135
1722356,1445093,1623616
1722460,1444917,1624765
1722802,1445095,1624925
1722541,1445117,1624116
1722747,1445216,1624428
1722633,1444860,1624444
1722627,1444416,1624551
1722507,1444131,1623906
1722716,1443872,1625115
1722839,1443987,1626084
1722847,1443685,1625383
1722770,1443445,1625761
1722910,1442960,1626782
1722121,1442807,1627057
1721659,1442649,1626517
1721786,1442988,1626168
1722158,1442654,1626232
1721796,1442798,1626365
1722064,1442795,1626226
1721795,1443022,1626156
1721626,1442877,1626794
1721409,1442945,1627285
1721659,1442682,1627569
1721630,1442892,1627439
1721657,1443225,1627145
1721624,1442835,1628364
1721565,1442926,1628744
1721121,1442952,1629270
1721663,1442743,1628584
1722000,1443010,1629759
1722056,1442828,1628401
1722235,1442660,1629168
1722094,1442797,1629724
1721671,1442793,1628792
1722041,1443530,1628861
1721591,1443135,1629165
1721591,1443029,1628458
1721404,1443093,1627958
1721501,1442934,1628131
1721531,1443031,1628967
1721570,1442841,1628948
1721700,1442712,1628134
1721404,1442586,1628310
1721684,1442354,1628750
1721630,1442579,1628659
1721622,1442861,1628180
1721668,1442874,1628009
1721811,1442699,1628319
1721385,1442704,1628507
1721633,1443009,1628322
1721638,1442983,1628599
1721552,1443075,1628023
1721968,1443035,1628719
1722128,1442931,1628438
1722128,1442795,1629090
1722146,1443194,1629323
1722097,1443248,1630361
1721910,1443611,1629325
1721508,1443494,1629857
1721508,1443323,1630003
1721788,1443251,1631363
1721786,1443161,1631357
1721748,1443449,1630825
1721618,1443160,1631392
1721831,1443052,1631499
1721729,1443250,1631703
1721763,1443381,1631593
1721737,1443457,1632915
1721958,1443482,1632730
1721978,1443413,1632707
1721928,1442929,1632917
1721834,1443303,1633739
1721978,1443445,1633800
1721974,1443591,1633760
1722416,1443561,1634131
1722367,1443680,1633991
1722413,1443491,1634055
1722149,1443492,1634833
1722198,1443504,1634490
1722056,1443645,1635800
1721988,1443494,1635243
1721988,1443274,1635494
1721704,1443181,1635540
1721865,1442673,1636328
1721891,1442468,1635600
1721885,1442242,1636459
1721820,1441850,1636347
1721713,1441781,1636724
1721356,1441792,1639273
1721544,1441813,1637539
1721388,1442230,1638244
1721567,1442131,1637506
1721434,1441963,1637748
1721356,1441758,1637042
1721186,1442067,1638349
1721298,1442260,1638540
1721709,1442497,1639185
1721721,1442436,1639087
1721720,1442444,1639675
1721944,1442293,1639180
1721550,1442541,1640085
1721694,1442538,1640024
1721283,1442931,1639340
1721138,1443069,1639998
1721138,1443146,1639795
1721169,1443164,1639589
1721258,1442986,1639458
1721284,1443183,1640497
1721045,1442746,1639255
1721252,1442715,1639439
1721328,1442794,1639060
1721038,1443110,1639094
1721173,1442912,1639440
1720916,1442953,1639653
